date,open,high,low,close,volume,adj_close
2018-01-01,142.6511815110312,144.16737602594708,139.4163368342258,140.5213907257781,3022215.0,140.5213907257781
2018-01-02,142.26705895612957,143.05496006098628,141.15673213564017,141.51225174445074,5175311.0,141.51225174445074
2018-01-03,139.91936695516142,140.39134104694497,137.88718142838528,139.25718145884804,3221779.0,139.25718145884804
2018-01-04,141.94781961914623,142.7155933363898,140.2705406973176,141.507749951025,3585050.0,141.507749951025
2018-01-05,146.41502081023185,149.25787233849192,144.53686797382568,147.5222985054675,5073891.0,147.5222985054675
2018-01-08,145.49762974155462,150.59018300305218,144.82160995845945,147.73861328038134,3928773.0,147.73861328038134
2018-01-09,146.47724116279724,150.2181913550445,145.49768200547476,149.05639753713368,1265108.0,149.05639753713368
2018-01-10,154.91756492913348,155.8898821494538,149.13647316047346,150.83033459291025,3425102.0,150.83033459291025
2018-01-11,154.06982091311474,154.9220814719601,152.82343787244812,154.18296640736295,3344248.0,154.18296640736295
2018-01-12,154.49201031420384,156.1449431411782,153.74673997664036,154.39454236970832,12981072.0,154.39454236970832
2018-01-15,154.84451611941114,157.76055351637524,152.69801297019336,153.9639514980312,1742753.0,153.9639514980312
2018-01-16,160.26450232394916,160.567691832236,159.15496409386347,159.67075075587053,1808913.0,159.67075075587053
2018-01-17,161.85868354371937,165.0279782543348,158.89778246393823,163.06471794472927,715854.0,163.06471794472927
2018-01-18,165.92448674847788,166.288032089175,164.62783412672556,165.50094273805834,2862547.0,165.50094273805834
2018-01-19,171.06702129399028,172.21856541879762,165.6634355076049,168.13631569406266,1623556.0,168.13631569406266
2018-01-22,172.30542912347062,177.74951446031778,169.83148146686142,172.32563341618211,3182423.0,172.32563341618211
2018-01-23,174.2377821056378,176.84994819462665,169.11743081919238,173.99270903698294,1247947.0,173.99270903698294
2018-01-24,173.63403037686203,177.31719164956817,172.46243858677292,175.9680269193548,6757380.0,175.9680269193548
2018-01-25,180.94987652988857,184.80690708514547,178.3675806293381,180.6462375519935,3614980.0,180.6462375519935
2018-01-26,182.7427183982748,187.86808118964527,178.70108151451035,184.69244311202308,4129060.0,184.69244311202308
2018-01-29,188.4890716372687,190.18859334352817,185.9215006898538,186.76182330940895,1200683.0,186.76182330940895
2018-01-30,188.3572502999673,192.6052594034143,187.68863266422755,191.24959979957484,39787038.0,191.24959979957484
2018-01-31,197.2468886629819,200.52540524928568,192.47556029986,195.76594058452508,1183510.0,195.76594058452508
2018-02-01,196.84985658817897,202.49380799857343,194.6389273389355,197.66540639031152,4179278.0,197.66540639031152
2018-02-02,204.8583324704637,206.8872241820995,198.8109373592904,202.46400327330704,3203887.0,202.46400327330704
2018-02-05,205.763278735582,206.948004988738,204.23752023654257,205.8500364962095,5386361.0,205.8500364962095
